timestamp,zone,CO_ppm,H2S_ppm,CH4_ppm,O2_percent,temperature_C,pressure_bar,vibration_mm_s,noise_dB,incident_flag
2025-01-02 01:30:00,Zone-B (Blast Furnace),7.03,0.0,2.55,19.37,35.91,2.73,1.66,68.36,0
2025-01-02 02:00:00,Zone-C (Oxygen Plant),4.9,6.69,73.51,18.77,37.7,2.05,2.68,80.04,0
2025-01-02 02:30:00,Zone-D (Workshop),10.81,1.18,74.79,20.66,59.15,2.3,5.74,79.77,0
2025-01-02 03:00:00,Zone-C (Oxygen Plant),29.13,1.27,0.0,21.08,55.6,3.82,3.99,61.17,0
2025-01-02 03:30:00,Zone-D (Workshop),199.24,26.07,53.72,13.9,44.71,5.92,0.84,73.78,1
2025-01-02 04:00:00,Zone-D (Workshop),68.76,7.71,31.26,21.89,36.81,1.95,0.97,77.65,0
2025-01-02 04:30:00,Zone-A (Coke Oven),5.04,6.88,19.65,17.84,24.76,1.95,1.8,70.64,0
2025-01-02 05:00:00,Zone-C (Oxygen Plant),54.61,8.66,104.03,19.63,66.3,2.06,3.79,78.15,0
2025-01-02 05:30:00,Zone-A (Coke Oven),24.65,1.52,23.85,20.11,53.88,2.02,3.72,83.06,0
2025-01-02 06:00:00,Zone-C (Oxygen Plant),28.76,2.89,17.74,19.55,34.4,1.48,1.31,74.69,0
2025-01-02 06:30:00,Zone-C (Oxygen Plant),46.87,0.0,53.03,19.65,55.79,1.6,0.67,77.25,0
2025-01-02 07:00:00,Zone-A (Coke Oven),1.93,6.43,77.42,23.0,43.95,1.84,3.56,88.83,0
2025-01-02 07:30:00,Zone-A (Coke Oven),39.56,0.0,44.33,19.22,40.69,2.97,2.64,79.73,0
2025-01-02 08:00:00,Zone-C (Oxygen Plant),34.16,2.65,96.65,23.0,51.53,2.2,7.31,77.01,0
2025-01-02 08:30:00,Zone-B (Blast Furnace),42.31,0.0,71.24,21.16,33.88,2.33,3.07,65.42,0
2025-01-02 09:00:00,Zone-D (Workshop),37.23,0.23,0.0,20.64,39.84,3.52,6.63,81.71,0
2025-01-02 09:30:00,Zone-A (Coke Oven),91.38,0.0,28.82,21.21,46.82,3.54,0.66,78.3,0
2025-01-02 10:00:00,Zone-D (Workshop),239.41,38.63,27.53,19.39,37.51,5.54,0.0,87.84,1
2025-01-02 10:30:00,Zone-B (Blast Furnace),16.73,0.38,69.17,19.01,55.04,2.0,0.76,75.47,0
2025-01-02 11:00:00,Zone-B (Blast Furnace),14.42,0.36,0.0,18.82,73.04,1.81,5.38,56.84,0
2025-01-02 11:30:00,Zone-B (Blast Furnace),16.11,4.5,151.96,19.37,33.69,3.05,6.51,58.0,0
2025-01-02 12:00:00,Zone-A (Coke Oven),14.07,0.0,71.24,20.55,20.02,2.34,1.44,82.36,0
2025-01-02 12:30:00,Zone-B (Blast Furnace),59.73,2.66,55.96,17.91,20.0,2.19,2.08,69.3,0
2025-01-02 13:00:00,Zone-A (Coke Oven),65.51,5.65,97.26,20.53,42.74,1.85,0.66,79.37,0
2025-01-02 13:30:00,Zone-B (Blast Furnace),15.73,0.46,143.75,23.0,35.05,1.88,0.0,76.14,0
2025-01-02 14:00:00,Zone-D (Workshop),9.19,0.0,84.83,20.73,48.12,2.76,4.44,73.33,0
2025-01-02 14:30:00,Zone-D (Workshop),41.79,1.31,87.95,20.06,46.99,1.45,3.45,74.04,0
2025-01-02 15:00:00,Zone-C (Oxygen Plant),16.19,5.54,55.23,19.57,20.95,3.3,3.02,66.35,0
2025-01-02 15:30:00,Zone-D (Workshop),45.82,2.58,44.34,21.85,20.0,2.07,0.2,74.84,0
2025-01-02 16:00:00,Zone-C (Oxygen Plant),194.61,26.23,30.97,15.99,49.44,4.79,6.28,69.16,1
2025-01-02 16:30:00,Zone-D (Workshop),0.0,3.45,16.96,23.0,47.03,1.43,1.99,71.28,0
2025-01-02 17:00:00,Zone-A (Coke Oven),68.69,0.0,22.52,23.0,38.61,2.49,4.07,71.76,0
2025-01-02 17:30:00,Zone-D (Workshop),74.9,4.04,0.0,20.89,20.14,2.24,0.09,72.73,0
2025-01-02 18:00:00,Zone-C (Oxygen Plant),14.68,3.23,46.97,20.48,52.07,2.46,2.62,84.22,0
2025-01-02 18:30:00,Zone-C (Oxygen Plant),20.31,1.08,0.0,22.05,64.08,3.68,3.58,73.7,0
2025-01-02 19:00:00,Zone-B (Blast Furnace),37.15,0.0,57.64,22.14,49.17,2.64,3.65,85.24,0
2025-01-02 19:30:00,Zone-A (Coke Oven),38.36,0.0,48.55,19.29,32.29,1.86,3.31,90.38,0
2025-01-02 20:00:00,Zone-D (Workshop),46.46,3.6,55.88,19.71,45.67,1.93,3.99,83.55,0
2025-01-02 20:30:00,Zone-B (Blast Furnace),80.26,5.69,29.11,18.52,24.51,2.98,0.74,80.34,0
2025-01-02 21:00:00,Zone-D (Workshop),25.58,0.09,173.07,21.11,60.87,3.54,3.39,78.27,0
2025-01-02 21:30:00,Zone-D (Workshop),10.04,3.38,104.4,21.5,46.23,2.73,3.23,83.65,0
2025-01-02 22:00:00,Zone-B (Blast Furnace),0.0,0.0,0.22,18.48,20.0,3.05,3.46,75.89,0
2025-01-02 22:30:00,Zone-B (Blast Furnace),11.73,0.25,59.31,19.82,40.49,2.99,3.14,84.85,0
2025-01-02 23:00:00,Zone-B (Blast Furnace),29.17,1.91,25.68,18.48,51.95,3.64,0.45,81.14,0
2025-01-02 23:30:00,Zone-B (Blast Furnace),74.86,0.0,9.42,19.15,40.0,0.94,0.36,71.4,0
2025-01-03 00:00:00,Zone-B (Blast Furnace),17.06,0.0,0.0,21.33,40.86,3.03,0.0,83.96,0
2025-01-03 00:30:00,Zone-D (Workshop),35.59,0.0,67.29,19.4,26.63,3.29,4.64,75.91,0
2025-01-03 01:00:00,Zone-B (Blast Furnace),29.59,2.88,22.74,20.05,53.5,1.43,4.66,73.94,0
2025-01-03 01:30:00,Zone-A (Coke Oven),59.71,1.44,88.71,18.06,35.27,1.79,4.69,70.24,0
2025-01-03 02:00:00,Zone-C (Oxygen Plant),93.17,0.0,89.75,20.78,20.0,1.82,3.61,76.66,0
2025-01-03 02:30:00,Zone-B (Blast Furnace),16.73,0.0,104.96,20.43,39.43,1.92,0.0,84.96,0
2025-01-03 03:00:00,Zone-B (Blast Furnace),17.76,0.18,15.9,19.41,59.72,2.11,0.95,83.89,0
2025-01-03 03:30:00,Zone-D (Workshop),56.1,3.37,69.01,20.22,39.2,2.69,3.34,78.53,0
2025-01-03 04:00:00,Zone-B (Blast Furnace),47.05,0.0,75.3,20.77,71.07,3.19,3.27,81.0,0
2025-01-03 04:30:00,Zone-B (Blast Furnace),76.17,0.5,31.03,19.28,51.43,3.37,2.55,87.72,0
2025-01-03 05:00:00,Zone-B (Blast Furnace),44.6,0.42,19.13,18.29,50.08,1.83,3.74,73.5,0
2025-01-03 05:30:00,Zone-D (Workshop),21.02,6.17,114.38,23.0,43.07,1.82,3.02,63.85,0
2025-01-03 06:00:00,Zone-B (Blast Furnace),44.77,0.84,59.1,19.55,43.98,3.55,3.24,88.01,0
2025-01-03 06:30:00,Zone-C (Oxygen Plant),57.72,3.15,75.44,20.35,41.05,3.02,1.72,69.7,0
2025-01-03 07:00:00,Zone-D (Workshop),50.51,2.42,17.12,22.02,40.47,2.57,4.96,68.1,0
2025-01-03 07:30:00,Zone-C (Oxygen Plant),279.4,33.27,1.23,17.32,52.96,5.23,2.14,57.04,1
2025-01-03 08:00:00,Zone-D (Workshop),56.67,4.3,27.22,18.63,30.96,2.48,0.34,80.71,0
2025-01-03 08:30:00,Zone-B (Blast Furnace),59.23,2.65,45.04,21.17,28.86,2.92,1.46,58.79,0
2025-01-03 09:00:00,Zone-C (Oxygen Plant),64.55,3.52,7.43,19.44,28.15,2.23,2.3,67.5,0
2025-01-03 09:30:00,Zone-D (Workshop),46.22,13.78,49.61,19.69,75.68,2.72,4.99,80.88,0
2025-01-03 10:00:00,Zone-A (Coke Oven),25.82,0.0,0.0,19.42,52.96,1.29,2.92,82.22,0
2025-01-03 10:30:00,Zone-B (Blast Furnace),33.67,7.17,5.2,18.81,49.57,1.95,2.63,68.48,0
2025-01-03 11:00:00,Zone-D (Workshop),60.16,1.14,76.84,20.44,29.14,1.96,0.5,73.66,0
2025-01-03 11:30:00,Zone-A (Coke Oven),9.58,2.86,74.15,18.29,54.35,2.2,4.57,66.27,0
2025-01-03 12:00:00,Zone-D (Workshop),39.22,1.86,34.32,21.92,43.25,1.76,1.7,69.52,0
2025-01-03 12:30:00,Zone-A (Coke Oven),20.17,0.73,9.29,20.58,48.21,2.07,2.8,77.66,0
2025-01-03 13:00:00,Zone-B (Blast Furnace),30.72,0.29,8.9,21.13,30.35,1.29,5.96,69.98,0
2025-01-03 13:30:00,Zone-C (Oxygen Plant),61.96,2.99,35.07,19.8,47.4,2.94,4.02,72.56,0
2025-01-03 14:00:00,Zone-A (Coke Oven),34.78,0.0,75.78,19.95,38.64,2.43,0.0,60.35,0
2025-01-03 14:30:00,Zone-D (Workshop),31.16,4.25,87.13,20.93,33.52,1.14,0.0,86.33,0
2025-01-03 15:00:00,Zone-B (Blast Furnace),0.0,0.75,30.14,18.75,56.01,1.83,2.87,80.1,0
2025-01-03 15:30:00,Zone-A (Coke Oven),48.66,0.0,3.86,19.96,21.93,2.77,0.57,82.93,0
2025-01-03 16:00:00,Zone-D (Workshop),46.14,0.65,60.71,19.21,53.47,2.07,4.3,87.9,0
2025-01-03 16:30:00,Zone-D (Workshop),84.08,5.77,17.06,19.16,55.27,1.94,3.08,66.75,0
2025-01-03 17:00:00,Zone-D (Workshop),22.31,0.39,29.27,17.34,31.81,2.44,3.33,71.42,0
2025-01-03 17:30:00,Zone-A (Coke Oven),35.48,3.08,103.01,22.51,32.7,2.77,1.59,56.05,0
2025-01-03 18:00:00,Zone-A (Coke Oven),36.23,0.0,83.08,19.47,41.65,1.35,6.48,106.4,0
2025-01-03 18:30:00,Zone-A (Coke Oven),69.44,4.27,56.32,22.25,49.23,2.94,8.69,73.5,0
2025-01-03 19:00:00,Zone-C (Oxygen Plant),27.62,4.06,0.0,22.1,42.71,1.86,2.44,85.39,0
2025-01-03 19:30:00,Zone-A (Coke Oven),36.98,7.55,58.46,18.57,51.5,2.49,3.71,62.62,0
2025-01-03 20:00:00,Zone-A (Coke Oven),45.2,1.47,92.51,18.87,71.44,2.47,3.19,84.96,0
2025-01-03 20:30:00,Zone-A (Coke Oven),34.67,4.01,34.97,23.0,37.38,2.08,2.48,93.58,0
2025-01-03 21:00:00,Zone-C (Oxygen Plant),18.84,2.29,104.04,23.0,20.0,1.68,1.34,74.4,0
2025-01-03 21:30:00,Zone-A (Coke Oven),34.85,5.89,101.71,20.45,57.39,2.27,0.83,64.89,0
2025-01-03 22:00:00,Zone-D (Workshop),56.84,0.0,116.55,20.89,70.25,3.8,0.73,73.61,0
2025-01-03 22:30:00,Zone-A (Coke Oven),4.34,4.24,62.21,19.55,50.89,1.41,3.81,52.73,0
2025-01-03 23:00:00,Zone-D (Workshop),33.32,1.42,73.5,21.15,28.68,3.85,1.96,74.62,0
2025-01-03 23:30:00,Zone-D (Workshop),12.5,1.81,106.57,19.42,43.14,2.29,0.0,83.21,0
2025-01-04 00:00:00,Zone-D (Workshop),59.88,2.28,67.9,17.45,28.22,2.53,3.89,74.64,0
2025-01-04 00:30:00,Zone-C (Oxygen Plant),0.0,2.76,29.95,18.52,54.64,1.63,2.92,72.16,0
2025-01-04 01:00:00,Zone-C (Oxygen Plant),222.85,40.73,32.06,14.78,24.73,3.92,5.69,80.28,1
2025-01-04 01:30:00,Zone-C (Oxygen Plant),39.43,2.64,59.54,18.8,40.5,2.1,3.75,81.04,0
2025-01-04 02:00:00,Zone-A (Coke Oven),69.14,6.73,0.0,20.4,29.93,1.66,0.04,58.4,0
2025-01-04 02:30:00,Zone-D (Workshop),28.36,4.96,44.27,18.89,46.9,2.33,0.0,75.89,0
2025-01-04 03:00:00,Zone-C (Oxygen Plant),16.12,4.61,93.86,19.33,39.5,2.17,1.56,99.36,0
2025-01-04 03:30:00,Zone-C (Oxygen Plant),77.03,0.63,0.0,21.78,47.65,3.98,1.75,61.65,0
2025-01-04 04:00:00,Zone-A (Coke Oven),0.0,0.0,111.38,20.87,45.34,1.57,4.89,74.15,0
2025-01-04 04:30:00,Zone-C (Oxygen Plant),0.0,4.87,94.89,20.49,30.2,2.58,2.98,94.42,0
2025-01-04 05:00:00,Zone-A (Coke Oven),41.0,4.63,31.61,21.82,54.4,2.7,5.27,86.04,0
2025-01-04 05:30:00,Zone-B (Blast Furnace),17.45,6.42,71.74,21.22,44.27,1.64,0.35,69.87,0
2025-01-04 06:00:00,Zone-C (Oxygen Plant),4.47,0.19,50.13,22.67,30.17,3.05,4.93,77.06,0
2025-01-04 06:30:00,Zone-B (Blast Furnace),47.71,1.31,99.2,19.81,78.61,2.18,4.44,74.98,0
2025-01-04 07:00:00,Zone-A (Coke Oven),36.1,0.0,89.31,19.86,52.15,0.51,0.0,67.52,0
2025-01-04 07:30:00,Zone-D (Workshop),15.9,0.82,0.0,18.55,42.7,3.03,5.65,74.26,0
2025-01-04 08:00:00,Zone-C (Oxygen Plant),0.0,4.99,73.49,19.86,66.23,1.61,3.19,72.2,0
2025-01-04 08:30:00,Zone-A (Coke Oven),51.81,0.6,41.77,21.95,72.63,1.66,3.78,76.13,0
2025-01-04 09:00:00,Zone-D (Workshop),46.26,3.92,53.31,22.45,42.82,3.05,1.27,67.52,0
2025-01-04 09:30:00,Zone-D (Workshop),27.52,1.43,20.87,21.94,50.21,2.22,5.55,62.23,0
2025-01-04 10:00:00,Zone-B (Blast Furnace),76.17,2.97,119.93,17.81,30.18,3.23,0.63,74.59,0
2025-01-04 10:30:00,Zone-A (Coke Oven),3.25,0.0,91.6,22.12,42.79,3.47,4.66,92.15,0
2025-01-04 11:00:00,Zone-D (Workshop),0.0,2.26,20.41,17.74,42.01,1.98,4.64,75.82,0
2025-01-04 11:30:00,Zone-C (Oxygen Plant),12.7,0.0,0.0,21.85,47.77,3.13,1.05,71.68,0
2025-01-04 12:00:00,Zone-C (Oxygen Plant),28.86,1.44,34.57,19.95,49.99,1.9,6.97,82.54,0
2025-01-04 12:30:00,Zone-B (Blast Furnace),36.08,0.0,67.38,21.55,53.4,4.29,3.46,73.42,0
2025-01-04 13:00:00,Zone-D (Workshop),23.97,5.62,59.61,18.5,48.56,1.95,4.31,93.68,0
2025-01-04 13:30:00,Zone-A (Coke Oven),38.8,4.33,100.13,22.26,26.84,3.32,0.0,74.96,0
2025-01-04 14:00:00,Zone-C (Oxygen Plant),0.0,3.4,81.6,18.3,30.92,3.18,7.24,82.0,0
2025-01-04 14:30:00,Zone-D (Workshop),66.09,6.56,88.78,19.5,36.8,2.75,0.55,67.45,0
2025-01-04 15:00:00,Zone-D (Workshop),27.95,0.0,63.07,19.0,40.77,1.96,5.05,80.03,0
2025-01-04 15:30:00,Zone-B (Blast Furnace),57.93,7.24,0.0,17.87,60.76,2.38,1.01,77.75,0
2025-01-04 16:00:00,Zone-C (Oxygen Plant),38.57,4.8,42.17,20.64,27.56,0.78,1.76,74.43,0
2025-01-04 16:30:00,Zone-C (Oxygen Plant),41.42,1.29,92.4,23.0,39.64,2.68,4.58,69.98,0
2025-01-04 17:00:00,Zone-A (Coke Oven),44.24,5.41,47.94,23.0,59.3,2.78,5.06,68.62,0
2025-01-04 17:30:00,Zone-C (Oxygen Plant),41.19,0.0,70.12,20.65,40.5,2.61,0.46,77.82,0
2025-01-04 18:00:00,Zone-A (Coke Oven),46.07,0.0,37.25,22.18,51.91,0.5,5.18,81.29,0
2025-01-04 18:30:00,Zone-C (Oxygen Plant),63.23,0.17,8.81,20.85,42.91,1.49,5.09,73.73,0
2025-01-04 19:00:00,Zone-B (Blast Furnace),34.91,0.41,45.07,21.25,48.85,1.9,1.12,77.87,0
2025-01-04 19:30:00,Zone-C (Oxygen Plant),47.73,0.0,62.36,19.99,41.57,2.73,6.2,74.62,0
2025-01-04 20:00:00,Zone-A (Coke Oven),27.76,5.67,23.77,20.79,55.01,2.73,0.09,75.99,0
2025-01-04 20:30:00,Zone-A (Coke Oven),66.0,1.22,40.57,21.31,21.82,2.36,1.75,73.0,0
2025-01-04 21:00:00,Zone-B (Blast Furnace),13.09,3.06,12.42,19.63,39.55,3.01,3.96,75.18,0
2025-01-04 21:30:00,Zone-C (Oxygen Plant),75.02,0.29,94.77,20.38,49.45,1.68,1.29,101.98,0
2025-01-04 22:00:00,Zone-C (Oxygen Plant),29.0,0.0,38.22,20.41,53.01,2.99,3.53,78.12,0
2025-01-04 22:30:00,Zone-B (Blast Furnace),0.0,2.81,108.11,21.74,67.39,2.88,3.48,81.45,0
2025-01-04 23:00:00,Zone-C (Oxygen Plant),33.2,0.0,111.15,18.9,39.13,2.8,2.63,79.38,0
2025-01-04 23:30:00,Zone-C (Oxygen Plant),12.97,1.79,46.76,20.42,67.19,2.35,4.66,72.37,0
2025-01-05 00:00:00,Zone-A (Coke Oven),51.02,0.0,9.66,23.0,35.11,3.96,2.54,87.94,0
2025-01-05 00:30:00,Zone-C (Oxygen Plant),13.68,7.96,0.0,22.25,64.93,2.89,3.46,72.09,0
2025-01-05 01:00:00,Zone-C (Oxygen Plant),18.85,4.73,0.0,22.52,57.26,1.73,5.29,85.55,0
2025-01-05 01:30:00,Zone-B (Blast Furnace),0.0,2.32,0.0,20.54,31.3,2.7,4.58,71.66,0
2025-01-05 02:00:00,Zone-B (Blast Furnace),18.69,5.79,105.14,20.98,49.61,3.1,4.57,65.4,0
2025-01-05 02:30:00,Zone-D (Workshop),0.0,0.0,54.63,22.0,44.23,2.03,0.7,78.65,0
2025-01-05 03:00:00,Zone-A (Coke Oven),0.0,3.63,65.58,22.84,54.38,3.37,4.05,63.95,0
2025-01-05 03:30:00,Zone-C (Oxygen Plant),49.01,2.6,0.0,17.57,41.65,2.81,1.24,80.36,0
2025-01-05 04:00:00,Zone-C (Oxygen Plant),49.65,2.79,2.08,18.53,40.39,0.63,0.44,63.06,0
2025-01-05 04:30:00,Zone-D (Workshop),40.64,5.82,85.48,22.46,65.54,2.74,2.86,71.81,0
2025-01-05 05:00:00,Zone-C (Oxygen Plant),5.83,4.2,61.47,20.08,43.52,2.18,1.19,60.68,0
2025-01-05 05:30:00,Zone-A (Coke Oven),28.81,2.87,44.11,19.49,57.4,2.93,4.58,103.24,0
2025-01-05 06:00:00,Zone-D (Workshop),29.91,0.0,72.59,18.62,41.62,3.26,4.63,58.46,0
2025-01-05 06:30:00,Zone-A (Coke Oven),1.04,0.0,115.43,19.67,70.0,2.66,0.0,75.1,0
2025-01-05 07:00:00,Zone-D (Workshop),67.58,1.63,41.16,18.4,34.82,3.83,1.34,86.43,0
2025-01-05 07:30:00,Zone-D (Workshop),51.93,2.28,52.77,23.0,35.79,2.36,0.08,85.36,0
2025-01-05 08:00:00,Zone-B (Blast Furnace),24.48,0.0,57.7,20.47,67.87,3.0,2.07,83.51,0
2025-01-05 08:30:00,Zone-A (Coke Oven),30.67,9.24,145.68,20.41,38.33,3.14,3.91,71.83,0
2025-01-05 09:00:00,Zone-C (Oxygen Plant),35.21,6.55,0.0,21.38,69.02,2.42,2.52,88.51,0
2025-01-05 09:30:00,Zone-C (Oxygen Plant),0.0,3.81,77.33,21.94,58.38,3.12,1.82,84.13,0
2025-01-05 10:00:00,Zone-A (Coke Oven),23.82,2.22,45.41,21.92,42.68,2.02,5.6,77.12,0
2025-01-05 10:30:00,Zone-C (Oxygen Plant),12.95,1.36,72.67,22.11,20.0,2.16,0.0,77.41,0
2025-01-05 11:00:00,Zone-C (Oxygen Plant),4.96,0.0,23.71,19.55,44.71,1.45,5.47,71.96,0
2025-01-05 11:30:00,Zone-A (Coke Oven),22.97,2.23,48.04,20.05,46.52,2.69,1.91,65.9,0
2025-01-05 12:00:00,Zone-D (Workshop),74.94,2.77,78.46,21.65,62.51,2.76,2.84,87.37,0
2025-01-05 12:30:00,Zone-A (Coke Oven),46.02,0.0,174.52,19.71,68.83,3.44,1.95,88.12,0
2025-01-05 13:00:00,Zone-D (Workshop),15.72,3.0,82.32,20.49,34.73,3.13,6.09,66.16,0
2025-01-05 13:30:00,Zone-C (Oxygen Plant),44.31,1.53,16.08,21.1,57.02,2.27,0.54,73.46,0
2025-01-05 14:00:00,Zone-C (Oxygen Plant),64.98,0.0,33.05,21.68,56.48,1.56,3.02,73.57,0
2025-01-05 14:30:00,Zone-C (Oxygen Plant),53.12,0.0,31.86,17.83,61.1,2.85,4.05,74.67,0
2025-01-05 15:00:00,Zone-B (Blast Furnace),31.49,0.76,0.0,21.57,52.48,3.39,0.0,75.64,0
2025-01-05 15:30:00,Zone-D (Workshop),13.83,7.66,36.8,20.15,20.0,3.1,1.16,84.47,0
2025-01-05 16:00:00,Zone-B (Blast Furnace),47.46,3.67,79.31,21.56,42.67,3.37,2.7,67.53,0
2025-01-05 16:30:00,Zone-B (Blast Furnace),39.84,0.0,0.0,21.67,27.66,2.33,1.23,66.54,0
2025-01-05 17:00:00,Zone-A (Coke Oven),52.38,3.46,91.94,22.91,41.96,2.13,1.37,87.37,0
2025-01-05 17:30:00,Zone-B (Blast Furnace),45.88,0.0,69.51,22.53,59.7,1.91,2.3,70.37,0
2025-01-05 18:00:00,Zone-A (Coke Oven),56.24,5.25,20.63,22.52,49.58,2.46,4.3,62.37,0
2025-01-05 18:30:00,Zone-A (Coke Oven),16.62,0.59,44.34,22.67,62.22,2.44,2.31,70.15,0
